지점코드,사업장명,도로명전체주소,소재지전화,좌표정보y(epsg5174),좌표정보x(epsg5174)
241,마음을 나누는 동물병원,"서울특별시 서대문구 신촌로35길 10, 지하1층 424호 (북아현동, e편한세상신촌 4단지)",02-365-7582,450665.925,196030.3613
242,신영동물병원,서울특별시 서대문구 통일로 489 (홍은동),3217-1081,454374.305,194713.554
243,면목동물병원,서울특별시 중랑구 사가정로 363 (면목동),437-7579,453216.1212,207429.8333
244,하니동물병원,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)",234220977,457183.6378,207990.4793
245,한국동물메디컬센터(KAMC),"서울특별시 중랑구 겸재로 165, 1,2층 (면목동)",2208-6788,453990.8231,207517.2563
246,라파엘종합동물병원,서울특별시 서대문구 연희로 132 (연희동),02-333-8632,451882.8165,194015.9756
247,프란다스동물병원,"서울특별시 서대문구 거북골로 120, 상가 205동 (남가좌동, DMC센트레빌)",309-8275,452634.5577,192480.0294
248,삼동종합가축병원약품,"울산광역시 울주군 삼동면 삼동로 751, 2층",,226753.4671,395577.8315
249,24시 쓰담쓰담 동물메디컬 센터,"경기도 용인시 기흥구 중부대로 364, 2층 (신갈동)",,418814.94,209458.4174
250,더존 동물병원,경상북도 상주시 화남면 영남제일로 4632,,327819.8517,281107.9858
251,샤인동물메디컬센터,서울특별시 송파구 오금로 147 (방이동),02-2088-7775,445412.463,209787.9477
252,도담동물병원,서울특별시 도봉구 도봉로 875 (도봉동),955-8400,464474.91,203947.7148
253,내포동물의료센터,"충청남도 홍성군 홍북읍 청사로174번길 25, 성원타워",,351071.7711,171402.0653
254,비타민동물병원,"광주광역시 광산구 월계로 203, 123호 (월계동)",062-971-7511,190523.771,186070.2736
255,킴스동물병원,"경상북도 울진군 울진읍 울진중앙로 39, 킴스동물병원",054-781-7782,389809.7705,413380.4158
256,365동판교동물병원,"경기도 성남시 분당구 판교역로14번길 20, (주)코레드디엔씨 2층 201호 (백현동)",031-781-7582,431493.9611,209799.1859
257,가온동물병원,"서울특별시 양천구 등촌로 114, 목동한강팰리스 1층 (목동)",02-2643-2777,448665.2572,187917.0972
258,제주오름동물병원,제주특별자치도 제주시 월산남길 131 (노형동),,-3513.026549,150742.2011
259,큰동물병원,"경기도 포천시 관인면 신교동로 23, 2층",,509868.8464,219116.6151
260,율곡동물병원,"경상북도 김천시 혁신3로 5, 율곡스퀘어Ⅲ 1층 110호 (율곡동)",435-3336,291474.9809,306462.3572
261,김영대 동물병원,전라남도 순천시 용당둑길 183 (조곡동),,161994.9947,244802.498
262,문정힐스 동물병원,"서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 상가동 1층 120,121호 (문정동)",0507-1375-5852,,
263,24시 블루밍 동물병원,"광주광역시 북구 대자로 36, MVG#78 304,305,306호 (운암동)",062-416-7975,186022.4831,188635.1462
264,우산동물병원,"경상북도 울릉군 울릉읍 도동길 166, 1층",,450095.3912,545061.1039
265,24시루시드동물메디컬센터,"서울특별시 강북구 월계로 3, 덕신빌딩 4층 (미아동)",02-941-7900,456360.4333,202635.0723
266,은하수 동물병원,광주광역시 남구 서문대로 665 (진월동),062-716-4282,180040.6113,190672.359
267,새솔동물병원,충청북도 청주시 청원구 오창읍 공항로 996,,359796.1576,240640.7398
268,관문동물병원,경상북도 포항시 남구 형산강북로 99 (효자동),054-277-5809,280803.5102,410707.8179
269,아이본 동물병원,"서울특별시 광진구 자양로 65, 화성빌딩 1층 (자양동)",02-455-5975,447934.708,207386.983
270,산내동물병원,"경기도 파주시 심학산로423번길 7-33, 준프라자 2층 201호 (목동동)",031-948-6669,468586.529,176762.627
271,유병국 동물병원,경상남도 고성군 회화면 회진로 27-13,,173867.0183,324775.4613
272,하나카동물병원,"서울특별시 강남구 역삼로 138, 동광빌딩 1층 (역삼동)",02-566-5852,443558.5126,202999.7753
273,드림동물병원,충청남도 천안시 동남구 통정12로 95 (신방동),041-572-7582,363729.0508,212195.3619
274,돌봄동물메디컬클리닉,"대구광역시 달서구 조암로 48, 원더풀스파랜드 203호 (월성동)",053-631-7975,259315.1872,337664.9475
275,마음동물병원,"광주광역시 북구 첨단연신로91번길 30, 106, 107호 (신용동)",062)571-1275,189707.5239,187289.8266
276,튼튼동물병원,"서울특별시 강남구 압구정로 151, 상가 1동 201호 (압구정동, 현대아파트)",02-549-9773,447109.4973,202094.1802
277,수목원동물병원,대구광역시 달서구 갈밭로4길 20 (대곡동),053-637-5287,256963.3825,338275.9676
278,나라 동물병원,경상남도 합천군 합천읍 옥산로 26,,230488.9875,304900.9864
279,다봄 동물의료센터,"경상남도 김해시 해반천로130번길 39, 코아루센텀 오피스텔 2층 (삼계동)",055-331-7575,197278.6103,370251.0486
280,동행동물병원,"광주광역시 북구 설죽로 298, 1,2층 (오치동)",062-251-7582,187448.2334,190689.8425
281,하하동물병원,"경기도 광주시 태전동로 25, 퍼스트타워 1층 104호 (태전동)",031-766-3463,431656.7118,220693.1541
282,분당데이지동물병원,"경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)",031-715-3575,429264.6353,210134.6379
283,아프리카동물병원,"서울특별시 강동구 아리수로 421, MIDC빌딩 101호 (강일동)",02-426-7722,451385.8414,215311.0876
284,라파엘 동물병원,"인천광역시 연수구 신송로 165-19, 2층 201,202호 (송도동)",032-777-0975,432783.7463,168683.6936
285,해와달동물병원,"인천광역시 남동구 논고개로 80, 202호 (논현동)",431-7580,433046.4805,175717.6834
286,성모동물병원,경상남도 김해시 가야로 26 (삼계동),0507-1325-7553,198288.0135,369484.4214
287,캐나다동물병원,경기도 양주시 남면 감악산로244번길 33,031-863-8370,487332.6988,198081.7373
288,윤 동물병원,경기도 용인시 처인구 남사읍 경기동로 338,,404449.5057,214347.0754
289,미사 센트럴 동물병원,"경기도 하남시 미사강변대로54번길 125, 상아프라자2 2층 201호 (풍산동)",031-791-8275,450640.4772,216583.1214
290,남산연합동물병원,"대구광역시 중구 남산로6안길 47, 1층 101, 105호 (남산동, 로하스남산)",421-7582,263018.9638,343206.4289
291,동대문 루시드 동물메디컬센터,"서울특별시 동대문구 전농로 57-1, 1층,2층,지하1층 동대문 루시드 동물메디컬센터 (답십리동)",262170202,451983.5727,204958.8908
292,치유동물병원,"광주광역시 광산구 풍영로 189, 1층 (장덕동)",062-945-1275,187702.4649,182975.9122
293,장승준동물치과병원,"서울특별시 서대문구 가좌로 113, 1층 (홍은동)",02-302-7502,453367.067,193354.6035
294,정원동물병원,"부산광역시 부산진구 성지로 34, 2층 (연지동)",051-934-7575,187992.3623,387146.324
295,The Ark(디아크),"서울특별시 강남구 논현로149길 35, 402호 (논현동)",,446152.9167,202197.7211
296,세림동물병원(출장진료 전문),"경기도 평택시 안중읍 안현로서8길 57, 붐붐프라자 180호",,386375.2912,192725.3379
297,서울동물병원,"경기도 성남시 중원구 산성대로 388-1, 1층 (금광동)",031-741-8119,438281.7109,213920.1929
298,수색동물병원,"서울특별시 은평구 수색로 322, DMC SK뷰 아이파크 포레 2동 1층 105호 (수색동)",02-304-7772,453719.2268,190470.5711
299,라비동물병원,"경기도 김포시 김포한강1로 238, 라비드퐁네프 레드동 115호 (운양동)",0507-0178-0038,461198.3959,171970.9454
300,안양김준동물병원,"경기도 안양시 만안구 안양로 180, 204호 (안양동, 안양 KCC 스위첸)",031-447-1175,,
301,뉴욕동물병원,"서울특별시 종로구 창경궁로35길 19, 2층 (혜화동)",02-762-7582,453836.0986,200079.664
302,계절엔 동물의료센터,"대전광역시 유성구 테크노1로 12-28, 152,153,163,164호 (관평동)",042-368-7575,325443.5171,234660.7178
303,산청동물의료센터,경상남도 산청군 산청읍 산엔청로 13,,213171.3732,279403.6713
304,라엘동물의료센터,"경기도 성남시 분당구 운중로 172, 트윈플라자-1 101,102호 (운중동)",3180177772,432106.0944,207218.8411
305,바른동물병원,"경기도 남양주시 늘을1로 3, 104호 (평내동)",031-559-4001,461125.4964,221078.4952
306,마레동물병원,"부산광역시 기장군 일광읍 해송4로 16, 일광역에코테라스 209호",,198635.1985,403041.0081
307,가양동물의료센터,대전광역시 동구 동대전로 280 (가양동),426368855,316224.0365,239937.9563
308,헤이든동물병원,"서울특별시 강남구 언주로7길 6, 101,102,103,113호 (개포동, 개포자이르네)",02-6207-5551,441809.5617,204824.6761
309,선진브릿지랩동물병원「산업동물 출장진료 전문」,경기도 이천시 부발읍 신아로 58,031-637-5248,417484.5921,243266.5164
310,웰니스동물병원,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 4층 (등촌동)",02-3663-6575,450691.5932,187119.9482
311,한걸음더 재활한방 동물병원,"서울특별시 송파구 백제고분로 294, 금산빌딩 1층 (석촌동)",02-423-2088,444472.5559,208716.2248
312,하이동물병원,"부산광역시 부산진구 거제대로 18, 1, 2층 (양정동)",051-852-7570,187623.9467,388297.794
313,호랑이 동물병원,"인천광역시 연수구 송도문화로28번길 28, 205동 110호 (송도동, 송도글로벌캠퍼스푸르지오)",032-815-7522,430570.2553,169268.7727
314,뉴욕동물병원「산업동물 출장진료 전문」,경기도 이천시 설봉로55번길 28 (관고동),,420075.6288,238662.2635
315,경서동물병원,"경기도 고양시 덕양구 중앙로 136, 102호 (화전동)",231580733,455391.5237,188707.2078
316,포레동물병원,"부산광역시 동래구 명장로 58, 1층 (명장동)",051-526-7588,191510.4983,391830.3499
317,더 포레 동물병원,"경기도 하남시 위례대로6길 20-2, 위례 호반써밋 1층 116,117호 (학암동)",02-2039-7734,442530.2531,213350.1905
318,소정동물병원,"충청남도 예산군 삽교읍 신촌길 11-12, 지상동 1층",041-338-7541,352895.4325,170788.203
319,한샘동물병원,"충청북도 청주시 서원구 복대로 40, 2층 (개신동)",267-7582,346717.6531,239760.0037
320,선산동물병원,"경상북도 구미시 선산읍 조남로 194-20, 1층",,305100.3432,319040.5078
321,해뜨는 동물병원,"경상남도 진주시 개양로 112, 신진주역세권 줌테라스 1층 103호 (가좌동)",055-921-5959,184497.756,301820.6514
322,다정한 동물병원,"경기도 하남시 감일백제로180번길 17, 퀸즈에비뉴 2층 217,218,219호 (감이동)",02-2135-1350,445226.5545,213621.0072
323,대경동물병원,경상북도 구미시 선산읍 조남로 164,,304858.3728,318597.9044
324,PNH 동물병원,충청남도 홍성군 홍북읍 내용길 617-58,041-631-8657,349080.3064,173206.3023
325,은쌤동물병원,"경기도 수원시 권선구 효원로94번길 14, 메디컬플라자 1층 103,104호 (세류동)",312337975,418237.7523,200950.9667
326,석촌호수동물병원,"서울특별시 송파구 송파대로49길 52, 석촌호수 나인파크 A 1층 101호 (석촌동)",02-419-5959,444879.0567,208681.4022
327,순천시 반려유기동물 공공진료소,"전라남도 순천시 역전길 50, 순천시 반려동물 문화센터 2층 (조곡동)",061-749-8715,161203.1189,245361.5178
328,다란동물병원,경기도 여주시 북벌로 66 (하거동),,415249.3662,256092.8936
329,보타닉동물병원,"서울특별시 강서구 강서로 506, 가양골프장 A동 102,103호 (가양동)",02-6952-3676,452051.6029,185983.8367
330,도원동물병원(출장전문),"충청남도 예산군 오가면 충서로 552-47, 3동",,,
331,웜벳동물병원,"충청북도 청주시 서원구 수곡로 98, 한마음2차 10동 106호 (수곡동)",,346716.1238,242118.0223
332,아인동물의료센터,"인천광역시 연수구 해돋이로 160-4, 301,302,303호 (송도동)",032-721-7595,432566.6508,168600.8611
333,서울하이동물의료센터,"경기도 파주시 청암로 75, 상상메디컬프라자 2층 203호 (다율동)",,,
334,건강한동물병원,전라남도 영암군 영암읍 서남역로 22,,144604.2205,172036.3323
335,늘봄 동물병원,"충청남도 천안시 서북구 직산읍 봉주로 17, 삼은리 빌딩 1층 102호",041-585-7575,375077.3447,213166.6076
336,광진동물의료센터,서울특별시 광진구 광나루로 507 (구의동),02-457-4545,449223.7496,207526.5902
337,소나무동물병원(출장전문),강원특별자치도 횡성군 횡성읍 문정로 9-1,,443589.4984,287029.1174
338,동물진료법인피케이동물병원,대전광역시 동구 한밭대로 1249 (용전동),426362947,317387.4178,239076.7349
339,합천동물병원,"경상남도 합천군 합천읍 동서로 51-1, 1층",,230341.6492,304922.2377
340,청송영양축협 동물병원(출장진료전문),경상북도 청송군 진보면 진보로 264,054-873-1195,338739.3514,384382.3802
341,이로운동물병원,경상북도 구미시 선산읍 조남로 194-20,,305100.3432,319040.5078
342,안양동물병원,경기도 안양시 만안구 안양로 347 (안양동),031-466-0075,,
343,수현동물병원,"전라남도 함평군 함평읍 광남길 14, 101호",,173969.3726,155815.8597
344,해마루 동물병원,경기도 성남시 분당구 황새울로319번길 8-6 (서현동),031-781-2992,431519.9705,210654.9866
345,로얄동물외과수술센터,"서울특별시 중랑구 동일로 640, 지하1, 지상4층 (면목동)",070-8660-0936,453914.6398,207017.8153
346,반려동물병원,경기도 파주시 조리읍 내산길 9,,471656.6507,182800.509
347,정이동물병원,"전라남도 강진군 강진읍 향교로 82, 103호",,127577.2304,179091.8306
348,YJ Animal Clinic,"경기도 수원시 권선구 권선로 715, 2층 일부호 (권선동)",,417421.9359,202556.9374
349,국동물병원,"전라남도 화순군 능주면 죽수길 43, 102호",,165374.5379,196207.3214
350,통영숲동물의료센터,"경상남도 통영시 광도면 죽림1로 79, 골프의모든것",055-648-8456,154033.9421,329901.7028
351,가람동물병원,대구광역시 달서구 월곡로 249 (상인동),053-639-6366,258493.3668,339051.3909
